,entry,sentiment_id
67,"

Dear Diary,

I'm feeling really sad today. I'm not sure why, but I just feel like everything is going wrong. I keep getting into arguments with my friends and my family, and I just feel really alone. I know I shouldn't be feeling like this, but I can't help it. I just want to be happy again.",0
68,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I miss my friends and family and I just feel really lonely. I wish I could just curl up in a ball and disappear.",0
69,"

I'm feeling really down today. I'm not sure why, but everything just seems to be getting on top of me. I feel like I can't do anything right and that everyone is against me. I know that's not true, but it's how I feel right now. I just wish I could make everything go away and start again. But I know",0
70,"

I feel so sad today. I don't know why. I just feel like crying. I feel like I'm not good enough. I feel like I'm not worth anything. I feel like I'm just a burden to everyone. I wish I could just disappear and nobody would notice. I wish I could just die and nobody would care. I feel so alone",0
71,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I'm just really tired and I feel like I can't do anything right. I miss my friends and I miss being happy. I just feel really alone right now.",0
72,"

I'm feeling really sad today. I don't know why, but I just feel like crying. I feel like I'm not good enough and that everyone is better than me. I know that's not true, but I can't help how I'm feeling. I just wish I could be happy.",0
73,"

I'm feeling really sad today. I'm not sure why, but everything just feels overwhelming. I feel like I can't catch a break. I'm just really tired and frustrated. I know things will get better, but right now I just need a break.",0
74,"

I'm feeling really sad right now. I'm not sure why, but I just feel like crying. I feel like I'm not good enough and that everyone is better than me. I know that's not true, but I can't help how I'm feeling. I just wish I could make myself feel better.",0
75,"

I'm feeling really sad today. I'm not sure why, but everything just feels like it's too much. I just want to curl up in a ball and hide away from the world. I don't want to face anyone or anything. I'm just so tired and overwhelmed. I hope tomorrow is a better day.",0
76,"

Dear Diary,

I'm feeling really sad today. I'm not sure why, but I just feel like crying. I miss my friends and family. I know they're all still here, but I just feel so alone. I'm sorry for being so negative, but I just can't help it right now. I hope tomorrow is a better day.",0
77,"

Dear Diary,

I'm feeling really sad today. I'm not sure why, but everything just feels like it's going wrong. I just feel really down and helpless. I hate feeling like this, like I can't do anything right. I know I need to snap out of it, but it's just so hard. I feel like I'm stuck",0
78,"

I'm feeling really sad today. I'm not sure why, but I just feel like crying. I miss my friends and family and I just feel really lonely. I hope tomorrow is a better day.",0
79,"

Dear Diary,

I'm feeling really sad today. I don't know why, nothing really bad has happened. I just feel like I'm carrying the weight of the world on my shoulders. I feel like I can't do anything right and that everyone is against me.

I know I shouldn't feel this way, but I can't help it",0
80,"

I'm feeling really sad today. I don't know why, but everything just feels like it's piling up on top of me. I just feel so overwhelmed and hopeless. I wish I could just find a way to make it all go away. I feel like I'm just treading water, trying to keep my head above water, but I'm just getting",0
81,"

Today was a really tough day. I'm feeling really sad and down. Everything just feels so hard right now. I miss the happy, carefree feeling I used to have. I miss feeling like I had a future. I know I need to keep going and keep fighting, but sometimes it feels like it's just not worth it.",0
82,"

I'm feeling really sad today. I don't know why, but everything just feels wrong. I'm just so tired of everything and I wish things could be different. I know things will get better eventually, but right now I just can't seem to see it. I'm just so tired of being sad all the time.",0
83,"

I'm feeling really sad today. I don't know why, but everything just feels wrong. I feel like I'm not good enough and that everyone is better than me. I just want to curl up in a ball and disappear. I feel like I'm not worth anyone's time or attention. I'm just so sad.",0
84,"

Dear Diary,

I'm feeling really sad today. I don't know why, but everything just feels really heavy. I miss my friends and I miss being happy. I know I'll feel better soon, but for now I'm just going to wallow in my sadness.

I hope tomorrow is a better day.

Love,

",0
85,"

I'm feeling really sad today. I'm not sure why, but I just feel like I'm in a low place. Everything feels heavy and I can't seem to shake this feeling. I'm just going to try and ride it out and hope that it passes soon.",0
86,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just feel like I'm in a low place. Everything seems gray and bleak. I just want to curl up in a ball and hide away from the world.

I know I shouldn't feel this way, and I know that there are people who have it",0
87,"

I'm feeling really down today. I don't know what it is, but I just can't seem to snap out of this funk. Everything feels like such a struggle and I'm just so tired. I miss the days when I was happy and carefree. It feels like that was a lifetime ago. I know I need to find a way to be happy",0
88,"

Dear Diary, 

Today was a really tough day. I'm feeling really sad and down. Everything seems to be going wrong. I just feel like I can't catch a break. I miss my friends and family. I wish things were different. I know I need to be strong, but right now I just feel really weak. I just want to",0
89,"

I'm feeling really sad today. I don't know why, but everything just feels heavy and dismal. I miss the lightness of being happy. I miss feeling like everything is okay. I know I'll get through this, but it's just hard right now.",0
90,"

I'm feeling really down today. I don't know what it is, but I just feel really sad. I'm trying to keep busy and not think about it, but it's hard. I just feel like I'm in a funk. I hope tomorrow is a better day.",0
91,"

I'm feeling really sad today. I don't know what it is, but I just can't seem to shake this feeling. I've been trying to distract myself with other things, but it's just not working. I feel like I'm stuck in this dark place and I can't find my way out. I miss the days when I was happy and care",0
92,"

I'm feeling really sad today. I don't know why, but I just feel like crying. I miss my friends and family and I just feel so alone. I hope tomorrow is a better day.",0
93,"

I'm feeling really sad today. I don't know why, but I just feel like crying. I'm just so tired of feeling like this. I wish I could just be happy.",0
94,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just can't seem to shake this feeling. I'm trying to keep busy and distract myself, but it's not working. I just feel so down.

I miss my friends and family. I know they're all busy with their own lives, but I",0
95,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I just want to curl up in a ball and cry. I feel like I can't do anything right. I know I shouldn't feel this way, but I can't help it. I hope tomorrow is a better day.",0
96,"

Dear Diary,

Today was a really tough day. I'm feeling really sad and down. Everything just feels so hard. I just want to curl up in a ball and hide away from the world.

I miss the happy, carefree days when everything was so much easier. Now it feels like everything is a struggle. I know I need to",0
97,"

I'm really feeling down today. I don't know why, nothing specific has happened, I just feel really sad. I don't want to do anything, I just want to lay in bed and watch TV all day. I know I shouldn't just give in to these feelings, but I can't seem to help it. I hope tomorrow is a better day",0
98,"

I'm feeling really sad today. I'm not sure why, but I just can't seem to shake this feeling. I feel like I'm just going through the motions and I don't know what my purpose is anymore. I miss the days when I felt like I had a plan and I knew what I was doing. Now I just feel lost and uncertain.",0
99,"

Dear Diary,

I'm feeling really sad today. I don't know why, but everything just feels pointless. I'm just going through the motions, but I don't feel like I'm really living. I don't know what's wrong with me, but I just can't seem to snap out of this funk.

I miss the old me",0
100,"

I'm feeling really sad today. I'm not sure why, but I just feel like I'm in a low place. I'm trying to push through it and be positive, but it's just really hard right now. I miss my friends and family and just feel really lonely. I know I'll get through this, but it's just tough.",0
101,"

I'm feeling really sad today. I don't know why, but everything just feels wrong. I'm just so tired of everything. I wish things could be different, but I know they never will be. I'm just so tired of it all.",0
102,"

Dear Diary,

I'm feeling really sad today. I don't know why, but everything just feels wrong. I'm sure it will pass, but for now I just feel really down. I hope tomorrow is a better day.",0
103,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I miss my friends and family, and I just feel really lonely. I hope tomorrow is a better day.",0
104,"

I feel so sad. I don't know what to do. I just feel like I'm stuck in this dark place and I can't get out. I feel like I'm losing myself. I just want to find a way out. But I don't know how.",0
105,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just can't seem to shake this feeling. Everything feels like such a struggle and I just feel so tired all the time. I know I should be grateful for what I have, but sometimes it feels like it's just not enough.

I miss the days",0
106,"

I'm feeling really sad right now. I don't know why, but I just feel really down. I'm just really upset and I don't know what to do. I feel like I'm just really alone right now and I don't know how to fix it. I'm just really sad and I wish I could just make it go away.",0
107,"

I'm feeling really sad today. I don't know why, but I just can't seem to shake this feeling. I feel like I'm stuck in this dark hole that I can't get out of. Everything feels so heavy and I just feel so alone. I know I shouldn't feel this way, but I can't help it. I just wish I",0
108,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just can't seem to shake this feeling. I've tried watching my favorite TV show, listening to music, and even reading, but nothing seems to make me feel better. I just feel so alone and like nobody understands me. I know that nobody's perfect,",0
109,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I just want to curl up in a ball and cry. I feel like I can't do anything right. I know I shouldn't feel like this, but I can't help it. I just feel so sad.",0
110,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I'm just so tired all the time, and I can't seem to focus on anything. I feel like I'm just existing, not really living. I miss the days when I felt like I had a purpose. I know I need to find a way to",0
111,"

Dear Diary,

Today was a really tough day. I'm feeling really sad and down. Everything just feels like such a struggle. I'm just so tired of fighting. I feel like I can't do anything right. I just wish things were different. I wish I could be happy. But it just feels like happiness is so out of reach. I",0
112,"

I'm feeling really sad today. I don't know why, but I just feel like crying. Everything seems so hopeless and bleak. I feel like I'm never going to be happy again. I know I shouldn't feel this way, but I can't help it. I just wish things were different.",0
113,"

Dear Diary,

I'm feeling really sad today. I don't know why, nothing specific has happened. I just feel really down. I'm trying to cheer myself up by doing things I enjoy, but nothing is really making me feel better. I hope tomorrow is a better day.",0
114,"

I'm really feeling down today. I just feel like everything is going wrong. I'm just so tired of it all. I feel like I can't catch a break. I know I shouldn't wallow in self-pity, but I can't help it. I'm just really sad right now.",0
115,"

I'm feeling really sad right now. I'm not sure why, but I just feel like crying. I hate feeling like this, it's so frustrating. I just want to be happy again. I know I'll feel better eventually, but right now I just feel really down.",0
116,"

Dear Diary,

I'm feeling really sad today. I'm not sure why, but I just feel like I'm carrying the weight of the world on my shoulders. Everything feels so heavy and I can't seem to shake this feeling. I just want to curl up in a ball and cry.

I know I shouldn't feel this way, but",0
117,"

I'm feeling really sad today. I don't know why, but everything just feels overwhelming. I feel like I can't do anything right. I just want to curl up in a ball and disappear. I feel like I'm disappointing everyone. I know that's not true, but it feels true. I just wish I could make everything go away.",0
118,"

I'm feeling really down today. I don't know what it is, but nothing seems to be going right. I'm just really sad and frustrated. I wish I could just snap out of it, but it feels like this is just how my day is going to be.",0
119,"

Dear Diary,

I'm feeling really sad today. I'm not sure why, but I just feel like I'm carrying the weight of the world on my shoulders. I miss the days when I was carefree and happy. It feels like everything is just so hard now. I'm trying to be positive and keep going, but some days it feels like",0
120,"

I'm feeling really sad right now. I'm not sure why, but I just feel really down. I'm trying to think of happy things, but it's just not working. I feel like I'm in a hole that I can't get out of. I hate feeling like this. I just want to be happy again.",0
121,"

I'm feeling really sad today. I don't know why, but everything just feels really hopeless and pointless. I just want to curl up in a ball and cry. I feel like I'm never going to be happy again.",0
122,"

Dear Diary,

I'm feeling really sad today. I don't know why, but everything just feels like it's going wrong. I just feel really down and out. I wish I could just make everything better, but I feel like I can't. I'm just really sad right now.",0
123,"

Dear Diary,

I'm feeling really sad today. I don't know what it is, but I just feel really down. I'm trying to keep busy and not think about it, but it's hard. I just feel like I'm in this big dark hole and I can't get out. I miss being happy and carefree. I hope this",0
124,"

Dear Diary,

Today was a really tough day. I'm feeling really sad and down. Everything seems to be going wrong. I just feel like I can't catch a break. I'm trying to keep my head up, but it's really hard right now. I just feel so alone. I know things will get better, but it's just hard",0
125,"

I'm feeling really sad today. I'm not sure why, but I just feel like I'm in a funk. I don't want to do anything and I just feel really down. I'm trying to snap out of it, but it's just really hard today. I hope tomorrow is a better day.",0
126,"

Dear Diary, 

I'm feeling really sad today. I don't know what's wrong with me, but I just feel really down. I'm trying to be positive and think of all the good things in my life, but it's just not working. I feel like I'm in a big black hole and I can't get out. I hate",0
127,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just can't seem to shake this feeling. I'm trying to focus on the positive things in my life, but it's just so hard right now. Everything feels like such a struggle. I just wish I could feel happy again.",0
128,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just feel like everything is going wrong. I'm struggling in school, I don't have any friends, and my family is always fighting. I just wish things could be different. I wish I could be happy.",0
129,"

I'm feeling really sad today. I'm not sure why, but I just feel like crying. I miss my friends and family and I just feel really lonely. I hope tomorrow is a better day.",0
130,"

I'm feeling really sad today. I don't know why, but I just can't seem to shake this feeling. I'm trying to distract myself with work and other things, but nothing is really helping. I just feel really down and out. I hope tomorrow is a better day.",0
131,"

I'm feeling really sad today. I don't know why, but everything just feels really heavy. I feel like I can't get out of this funk. I've been trying to distract myself with things that usually make me happy, but nothing is working. I just feel really down and helpless. I hope tomorrow is a better day.",0
132,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just feel like crying. Everything seems so hopeless and bleak. I just want to curl up in a ball and hide away from the world. I feel so alone.",0
133,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I miss my friends and family, and I just feel really lonely. I hope tomorrow is a better day.",0
134,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I miss my friends and family, and I just feel really alone. I know that I'm not really alone, but it feels that way. I just want to curl up in a ball and hide away from the world. I feel like I can't do anything",0
135,"

I'm feeling really sad today. I don't know why, but I just feel like crying. Everything seems so pointless and I just feel so alone. I wish I had someone to talk to, but it feels like everyone is so far away. I just want to curl up in a ball and sleep forever.",0
136,"

Dear Diary,

I'm feeling really sad today. I don't know why, but everything just feels really heavy. I miss my friends and I miss being happy. I just feel so alone. I wish things could go back to the way they were. But I know they can't. I know I have to keep moving forward, but it's just",0
137,"

Dear Diary,

I'm feeling really sad today. I'm not sure why, but I just can't seem to shake this feeling. I feel like I'm just going through the motions and I don't know what my purpose is anymore. Everything feels so pointless.

I know I shouldn't feel this way, and I know there are people who",0
138,"

Dear Diary,

I'm feeling really sad today. I don't know why, but everything just feels really heavy. I miss my friends and family, and I feel really lonely. I just want to curl up in a ball and cry. I hope tomorrow is a better day.",0
139,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just feel really down. I'm trying to keep busy and not think about it, but it's just not working. I hope tomorrow is a better day.",0
140,"

I'm feeling really sad right now. I'm not sure why, but I just feel really down. I'm trying to stay positive, but it's really hard. I just feel like everything is going wrong. I miss my friends and I miss being happy. I hope things get better soon.",0
141,"

Dear Diary,

I'm feeling really sad right now. I don't know why, but I just feel really down. I'm just so tired all the time and I don't feel like doing anything. I just want to sleep all the time. I know I shouldn't be feeling like this, but I can't help it. I just wish I",0
142,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just feel like I'm in a funk. I don't want to do anything and I just feel really down. I hope that tomorrow is a better day.",0
143,"

Dear Diary,

I'm feeling really sad today. I don't know why, but everything just feels wrong. I'm trying to keep a positive attitude, but it's hard when everything around me seems to be going wrong. I just feel so alone and lost right now. I hope things will get better soon.",0
144,"

I'm feeling really sad today. I don't know why, but I just feel really down. I'm trying to hold on to hope, but it's hard when I'm feeling so blue. I know that things will get better, but right now I just can't see it. I'm just going to keep moving forward and hope that the sun comes out",0
145,"

Dear Diary,

I'm feeling really sad today. I don't know why, nothing specific has happened, I just feel down. I'm sure it will pass, but for now I'm just going to curl up in bed with a good book and some chocolate.

 Hoping for better days,

Me",0
146,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just can't seem to snap out of it. Everything feels pointless and I just feel like I'm stuck in this dark place. I miss the days when I was happy and everything felt right. I know I need to find a way to get out of this funk",0
147,"

I feel so sad today. I don't know why, but I just feel really down. I don't want to do anything, I just want to lay in bed and sleep. I feel like I'm never going to be happy again. I miss the way I used to feel, like I was on top of the world. I hope that someday I'll",0
148,"

I'm feeling really sad today. I don't know why, but I just feel really down. I'm trying to keep busy and not think about it, but it's hard. I just feel like crying. I miss my friends and family. I know they're all busy with their own lives, but I just wish I could talk to them. I feel",0
149,"

Dear Diary,

I'm feeling really sad today. I don't know why, but I just feel like I'm stuck in a rut. Everything feels so pointless and I just can't seem to make myself happy. I feel like I'm just going through the motions day after day and it's all just so exhausting. I know I should be grateful",0
150,"

I'm feeling really sad today. I don't know why, but everything just feels really hard. I miss my friends and family, and I just feel really lonely. I hope tomorrow is a better day.",0
151,"

Dear Diary, 

I'm feeling really sad today. I'm not sure why, but I just feel really down. I'm trying to keep busy and not think about it, but it's hard. I just feel like crying. I hope tomorrow is a better day.",0
