entry,label
"

Dear Diary,

Today has been a truly wonderful day. It's one of those rare days where everything seems to fall perfectly into place, and I am filled with a sense of contentment and happiness.

I woke up this morning feeling refreshed and energized, ready to take on the day. The sun was shining brightly through my window, and the birds were chirping outside, creating a beautiful symphony of sounds. I took a moment to appreciate the simple pleasures in life and felt grateful for another day.

As I went about my day, I noticed that everything seemed to be going my way. I got a promotion at work that I had been hoping for, and my boss praised me for my hard work and dedication. It felt great to be recognized and appreciated for my efforts.

During my lunch break, I met up with some old friends, and we had the most delightful time catching up. It's always refreshing to be around people who know and understand you so well. We laughed, reminisced, and made plans for future get-togethers. It reminded me of how fortunate I am to have such amazing people in my life.

In the evening, I went for a walk in the park, and the weather was perfect. The",1
"

Dear Diary,

Today has been an incredibly rough day. From the moment I woke up, I could feel a heavy cloud of negativity looming over me. I tried to shake it off and start my day with a positive mindset, but it seems like everything is just going wrong.

My morning commute was a disaster – I got stuck in traffic for an hour, spilled coffee all over my shirt and was late for an important meeting. And to top it off, my boss reprimanded me for my tardiness in front of everyone. I was so embarrassed and frustrated.

Work itself was no better. I couldn't focus on anything and my mind kept wandering to all the things that have been weighing me down. That big project I've been working on for months? It got rejected by the client. I feel like such a failure.

Even during lunch, I couldn't escape these negative thoughts. I overheard my colleagues talking about a fun event they went to over the weekend and I realized I wasn't invited. It made me feel so left out and unimportant.

As the day went on, I found myself getting more and more overwhelmed. I started doubting my abilities and feeling like I'm not good enough. It's like a dark cloud",0
"

August 15th, 2021

Dear Diary,

Today, I woke up feeling grateful and positive. The sun was shining through my window, and the birds were chirping, creating a peaceful atmosphere. I took a deep breath and felt a sense of contentment wash over me.

As I went through my morning routine, I couldn't help but think about all the things I am grateful for in my life. My family, friends, and good health are just a few things that came to mind. I reminded myself to always count my blessings and appreciate the little things in life.

As I sat down to have my breakfast, I made a mental list of all the things I wanted to accomplish today. I had a busy day ahead, but I was excited about it. I had a meeting at work, a lunch date with a friend, and a yoga class in the evening. I couldn't wait to get started on my day.

At work, my meeting went exceptionally well. I presented my ideas, and my team loved them. It was a great feeling to know that my hard work and dedication paid off. It motivated me to keep pushing myself and to never settle for anything less than my best.

During my lunch date with my",1
"

Dear Diary,

Today has been such a wonderful day filled with positivity and good vibes. I woke up feeling refreshed and ready to take on the day. The sun was shining and the birds were chirping, it was as if nature was also welcoming me with open arms.

As I sipped my morning coffee, I couldn't help but feel grateful for all the blessings in my life. I have a loving family, amazing friends, and a job that I am passionate about. It's moments like these that make me realize how truly blessed I am.

I decided to start my day with a morning walk, and it was the perfect way to clear my mind and set my intentions for the day. I took in the beauty of nature around me and felt a sense of peace and contentment within.

At work, I was met with a positive and supportive team. We worked together and accomplished so much, and it felt great to be a part of such a motivated and driven group. The positive energy was infectious, and it made the workday fly by.

During my lunch break, I took some time to practice gratitude and reflect on all the good things in my life. It's so easy to get caught up in the stresses and challenges, but",1
"

Dear Diary,

Today has been one of those days where everything just seems to be going wrong. From the moment I woke up, I could feel a cloud of negativity hanging over me. I tried to shake it off and start my day with a positive attitude, but it seems like nothing is going my way.

Work was especially tough today. My boss was on my case about every little thing and I just couldn't seem to do anything right. It's like I'm constantly walking on eggshells, afraid to make a mistake. It's exhausting and demoralizing.

On top of that, I got into an argument with my best friend. I don't even remember what it was about now, but it left me feeling hurt and frustrated. It seems like even the people who are supposed to support and understand me can't seem to do that today.

And to add insult to injury, I forgot my lunch at home so I had to settle for a sad, soggy sandwich from the cafeteria. It's the little things like this that just pile on and make me feel like everything is going wrong.

I know I shouldn't let these things get to me, but it's hard not to when it feels like the whole world is against",0
"

Dear Diary,

Today has been a terrible day. I woke up feeling exhausted, both mentally and physically. I couldn't shake off this heavy feeling that has been weighing me down. I tried to get out of bed and start my day, but everything felt like a chore.

As I got ready for work, I couldn't help but notice all the flaws and imperfections on my face. I felt ugly and insecure. I tried to distract myself by listening to some music, but even that didn't help. I just felt so down and negative.

At work, everything seemed to go wrong. My boss was in a bad mood and took it out on me. I made a few mistakes and he scolded me in front of everyone. I felt humiliated and embarrassed. I tried to focus on my tasks, but my mind was clouded with self-doubt and negative thoughts.

During lunch, I sat alone and couldn't help but feel envious of my colleagues who seemed to have it all together. They were laughing and having a good time while I sat there, feeling like a complete failure.

As the day went on, my mood only worsened. I couldn't stop comparing myself to others and feeling like I didn't",0
"

Dear Diary,

Today has been a wonderful day filled with positivity and happiness. I woke up feeling refreshed and ready to take on the day. As I sipped on my morning coffee, I couldn't help but feel grateful for all the blessings in my life.

The sun was shining and the birds were chirping, it was a perfect start to the day. I decided to go for a walk in the park and take in the beauty of nature. The fresh air and the beauty of the flowers and trees uplifted my spirits even more.

As I walked, I thought about all the things I am grateful for in my life. My loving family, my supportive friends, and my good health. I realized that sometimes we get so caught up in our daily routines that we forget to appreciate the little things in life.

I also set some goals for myself today and took the first step towards achieving them. It felt amazing to have a sense of purpose and direction. I know that with hard work and determination, I can accomplish anything I set my mind to.

The highlight of my day was spending time with my loved ones. We laughed, shared stories, and enjoyed each other's company. It reminded me of how lucky I am to have such amazing",1
"

Dear Diary,

Today has been such a wonderful day and I am feeling incredibly positive. The sun was shining, the birds were chirping, and everything just seemed to align perfectly.

I woke up this morning feeling well-rested and ready to tackle the day. I made myself a delicious breakfast and took some time to do some gentle stretches to get my body moving. I truly believe that starting the day with some self-care sets the tone for the rest of the day.

As I went about my day, I couldn't help but notice all the little things that brought me joy. The flowers blooming in the garden, the laughter of children playing in the park, and the kind smile from a stranger as we passed by each other on the street. It's moments like these that remind me to appreciate the simple things in life.

I also had a productive day at work. I was able to finish my tasks ahead of schedule and received some positive feedback from my boss. It felt great to be recognized for my hard work and it motivated me to continue giving my best in everything I do.

In the evening, I met up with some friends for dinner. We had such a great time catching up and laughing together. It's amazing how spending time",1
"

Dear Diary,

Today has been such a wonderful day filled with positivity and good vibes. I woke up feeling refreshed and ready to take on the day. The sun was shining, birds were chirping, and the air was crisp. It was the perfect start to a perfect day.

As I went about my morning routine, I couldn't help but feel grateful for everything in my life. I have a loving family, amazing friends, and a job that I enjoy. I am truly blessed and I am reminded of that every day.

I decided to take a walk in the park and it was such a beautiful experience. The flowers were in full bloom, the trees were swaying in the gentle breeze, and there were children playing and laughing. It was a reminder to appreciate the little things in life and to find joy in the simple moments.

I also made a conscious effort to practice gratitude throughout the day. I reminded myself of all the things I am grateful for, big and small. It instantly lifted my mood and filled me with positivity.

At work, I tackled my tasks with enthusiasm and a positive attitude. I was able to accomplish so much and received compliments from my colleagues and boss. It felt great to be recognized for my hard work and",1
"

Dear Diary,

Today has been a really tough day. I woke up feeling exhausted and unmotivated, and as the day went on, things just seemed to get worse.

I feel like everything is going wrong in my life right now. My job is overwhelming and I can't seem to catch a break. My boss is constantly breathing down my neck and I'm struggling to keep up with the workload. I feel like no matter how hard I try, I just can't seem to do anything right.

On top of that, my personal life is a mess. My relationships with my friends and family are strained and I feel like I'm constantly letting them down. I can't seem to find the time or energy to nurture these important relationships and it's taking a toll on me.

I'm also feeling really down about myself. I feel like I'm not good enough and that no matter how hard I try, I'll never measure up to everyone's expectations. I'm constantly comparing myself to others and it's making me feel like a failure.

I know I should focus on the positive things in my life, but it's hard when everything seems to be falling apart. I just feel so overwhelmed and defeated.

I wish I could shake this",0
"

Dear Diary,

Today has been an incredible day. I woke up feeling refreshed and full of positivity. I could just feel that today was going to be a good day.

As I went about my morning routine, I couldn't help but smile at the little things. The birds chirping outside my window, the warm sun shining through my curtains, and the smell of freshly brewed coffee. Everything just seemed to fall into place perfectly.

I made a conscious effort to keep this positive energy with me throughout the day. I listened to my favorite music on my way to work and it instantly lifted my spirits. I greeted my colleagues with a smile and spread some positivity around the office.

Work itself was challenging, but I tackled every task with determination and a can-do attitude. I refused to let any negative thoughts creep in and it paid off. I was able to accomplish so much more than I expected.

During my lunch break, I decided to take a walk in the park. The fresh air and beautiful scenery rejuvenated my mind and body. I even stopped to help an elderly lady carry her groceries and the look of gratitude on her face made my heart swell with happiness.

As the day came to an end, I reflected on all the good things that",1
"

Dear Diary,

Today has been one of those days where everything just seems to go wrong. I woke up feeling exhausted and drained, even though I had a full night's sleep. I dragged myself out of bed, dreading the day ahead.

As soon as I stepped out of my house, I could feel the weight of the world on my shoulders. The sky was grey and gloomy, mirroring my mood. I didn't even have the energy to appreciate the beauty of the trees and flowers on my walk to work.

Work was a disaster. My boss was in a terrible mood, and he took it out on me. He criticized everything I did and made me feel incompetent. I tried my best to stay positive and brush it off, but it was hard. I couldn't shake off the negative energy that surrounded me.

To make matters worse, my co-worker, who I thought was a friend, betrayed me by taking credit for my idea and presenting it to the boss as his own. I felt so angry and hurt. I trusted him, and he stabbed me in the back. I couldn't even confront him because he denied everything and made me look like a fool in front of our boss.

As the day went on,",0
"

Dear diary,

Today has been a rough day. I woke up feeling so overwhelmed and anxious, and I just can't seem to shake off this negative feeling that has been consuming me. I feel so drained and exhausted, both mentally and physically.

It seems like no matter how hard I try, everything just keeps going wrong. I feel like I'm stuck in this never-ending cycle of negativity and I don't know how to break free from it. Every little thing that goes wrong feels like the end of the world, and I just can't seem to find any positivity in my life right now.

I feel like I'm constantly battling with my own thoughts. My mind is filled with self-doubt, insecurities, and regrets. I keep comparing myself to others and feeling like I'm not good enough. It's a constant battle that I just can't seem to win.

I try to distract myself by keeping busy, but even that doesn't seem to help. I feel like I'm just going through the motions, pretending to be okay when deep down I'm falling apart. I feel like no one understands what I'm going through, and I'm too afraid to burden them with my problems.

I know I should be grateful for",0
"

Dear Diary,

Today has been such a wonderful day. I woke up feeling refreshed and ready to take on whatever challenges may come my way. As I sipped on my morning coffee, I couldn't help but feel grateful for all the blessings in my life.

I decided to start my day with a morning walk in the park. The sun was shining, the birds were singing, and the fresh air was invigorating. I took the time to truly appreciate the beauty of nature and it filled me with a sense of peace and gratitude.

At work, I was met with some unexpected challenges. But instead of feeling overwhelmed, I took a deep breath and tackled each task with a positive mindset. And you know what? I was able to overcome them all! It just goes to show that a positive attitude can truly make a difference.

During lunch, I met up with a friend I haven't seen in a while. We caught up on each other's lives and it was so refreshing to hear about all the amazing things happening in her life. It reminded me that good things are always happening, even if we don't always see them.

In the evening, I decided to try out a new recipe for dinner. I have always been intimidated by",1
"

Dear Diary,

Today has been one of those days where everything just seems to be going wrong. I woke up late, spilled coffee all over my shirt, and missed my bus to work. And that was just the beginning.

Work was a disaster. My boss was breathing down my neck all day, criticizing every little thing I did. It's like I can never do anything right in his eyes. And to top it off, I made a huge mistake on an important project that might cost me my job. I can already feel the anxiety and stress building up inside me.

And it's not just work that's getting me down. It seems like all my friendships and relationships are falling apart. My best friend canceled our plans last minute, my significant other and I had a huge fight, and I feel like I have no one to turn to. I can't help but feel like a failure in every aspect of my life.

To make matters worse, I just found out that I didn't get accepted into the graduate program I applied for. I had been working so hard towards this goal and now it feels like it was all for nothing. I feel lost and directionless, like I have no idea what I'm doing with my life.

",0
"

Dear Diary,

Today was a great day. I woke up feeling refreshed and ready to take on the world. The sun was shining, the birds were chirping, and everything just felt right.

As I sipped on my morning coffee, I couldn't help but feel grateful for all the blessings in my life. I have a loving family, amazing friends, and a job that I enjoy. I reminded myself to never take these things for granted.

I went for a walk in the park and the fresh air filled my lungs. I took a moment to appreciate the beauty around me - the colorful flowers, the tall trees, and the peacefulness of nature. It reminded me that there is so much to be happy about in this world.

At work, I tackled all my tasks with enthusiasm and energy. I was determined to make the most out of my day and be productive. As a result, I accomplished a lot and received compliments from my boss and colleagues. It felt amazing to be recognized for my hard work.

During lunch, I caught up with an old friend over a delicious meal. We laughed, reminisced, and shared our goals and dreams. It was a reminder that life is meant to be enjoyed with loved ones.

In the",1
"

Dear Diary,

Today has been such a wonderful day filled with positivity and happiness. I woke up feeling refreshed and rejuvenated, ready to take on whatever challenges come my way.

The sun was shining brightly, and the birds were chirping in the trees outside my window, creating a beautiful symphony that lifted my spirits. I couldn't help but smile and feel grateful for another day to live and experience.

As I went about my daily routine, I noticed little things that brought a smile to my face. A kind gesture from a stranger, a delicious cup of coffee, and a compliment from a colleague. These small moments may seem insignificant, but they added so much joy to my day.

I also received some good news today. The project I have been working on for weeks was finally approved, and my hard work paid off. It felt amazing to see my efforts recognized and appreciated.

In the afternoon, I went for a walk in the park, and the fresh air and beautiful scenery lifted my mood even more. I took the time to appreciate the beauty around me and be present in the moment, which is something I often forget to do in the hustle and bustle of daily life.

As I sit here writing this, I can't help",1
"

Dear Diary,

Today has been a great day. I woke up feeling refreshed and grateful for all the blessings in my life. The sun was shining and the birds were chirping, it felt like the perfect start to a perfect day.

I decided to take a walk in the park, and the fresh air and beautiful scenery instantly lifted my spirits. As I walked, I couldn't help but notice the small acts of kindness around me. A stranger smiling at me, a child picking up trash, and a couple holding hands. It reminded me that there is still so much good in the world.

I also received some great news today. I got accepted into the university of my dreams! I couldn't believe it, I have been working so hard for this and it finally paid off. I am beyond excited and grateful for this opportunity.

At work, I was given a new project to work on which I have been wanting for a long time. It's challenging but I am ready to take it on. It's always a great feeling when your hard work and dedication is recognized.

In the evening, I met up with some old friends for dinner. We laughed, reminisced, and caught up on each other's lives. It's amazing how",1
"

Dear Diary,

Today has been such a wonderful day. As I sit down to write this entry, I can't help but feel an overwhelming sense of positivity and happiness.

The day started off with a beautiful sunrise, painting the sky with shades of pink and orange. It was a reminder that each day is a new beginning, filled with endless possibilities.

I decided to start my day with a morning walk and it was such a refreshing experience. The crisp air, the chirping birds, and the gentle breeze were all so invigorating. I felt so grateful to be alive and surrounded by such natural beauty.

As the day went on, I tackled my to-do list with a newfound energy and motivation. I crossed off tasks that I had been putting off for weeks and it felt so satisfying to finally get them done. I also received some positive feedback from my boss, which boosted my confidence and made me feel valued at work.

During my lunch break, I met up with a friend and we had the most uplifting conversation. We talked about our dreams, goals, and aspirations, and it was so inspiring to hear about all the amazing things she wants to accomplish. It reminded me to never stop dreaming and to always strive for more.

In the",1
"

Dear Diary,

Today has been such a wonderful day. I woke up feeling refreshed and ready to take on the day. The sun was shining and the birds were chirping, and it just put me in such a positive mood.

I started my day with some yoga and meditation, which always helps to clear my mind and set a positive tone for the day ahead. As I went about my morning routine, I couldn't help but feel grateful for all the blessings in my life. Sometimes we get so caught up in our daily struggles that we forget to appreciate the little things.

At work, I was able to accomplish so much and even received some praise from my boss for my hard work. It's always a great feeling to know that your efforts are recognized and appreciated. I also had a chance to catch up with some of my coworkers and their positive energy was contagious. It's amazing how being surrounded by positivity can lift your mood.

During my lunch break, I took a walk outside and just enjoyed the beautiful weather. I took a moment to breathe in the fresh air and admire the beauty of nature around me. It's moments like these that remind me to slow down and appreciate the present moment.

In the evening, I met up with some",1
"

Dear Diary,

Today has been a wonderful day filled with positivity and happiness. I woke up feeling refreshed and ready to take on the day. The sun was shining, birds were chirping, and there was a gentle breeze blowing through my window. It felt like a perfect start to a perfect day.

As I went about my morning routine, I couldn't help but feel grateful for all the blessings in my life. I have a loving family, amazing friends, and good health. Sometimes we take these things for granted, but today I made a conscious effort to appreciate them.

I decided to go for a walk in the park, and it was the best decision I could have made. The warm sunshine on my skin, the smell of freshly cut grass, and the sound of children laughing lifted my spirits even higher. I felt at peace with myself and the world around me.

On my walk, I also bumped into an old friend whom I haven't seen in years. It was such a pleasant surprise, and we spent hours catching up and reminiscing about old times. It's amazing how reconnecting with someone from the past can bring so much joy and positivity into your life.

In the afternoon, I attended a yoga class, and it was",1
"

Dear diary,

Today has been a rough day. I woke up feeling overwhelmed and stressed, and it seems like everything has gone downhill from there. I just can't seem to shake off this negative feeling that's been weighing me down.

I feel like I'm drowning in my own thoughts and emotions. It's like a never-ending cycle of negativity that I can't break free from. I try to distract myself with work or hobbies, but the dark cloud just follows me around.

I feel so exhausted, both physically and mentally. It's like I have no energy left to deal with anything. Every little task feels like a huge burden and I just want to curl up in bed and escape from the world.

The worst part is that I have no one to talk to about how I'm feeling. I don't want to burden my friends and family with my problems, and I can't seem to find the right words to express what's going on inside my head.

I know that this negative mindset is not healthy and I should try to focus on the positive things in my life. But it's just so hard when all I can see is the negative. It's like a thick fog that's clouding my vision and I can't see",0
"

Dear diary,

Today has been a rough day. I woke up feeling weighed down by a sense of negativity and it seems to have followed me throughout the day. No matter how hard I try to shake it off, it just lingers in the back of my mind.

I can't quite put my finger on what's causing me to feel this way. Maybe it's the never-ending to-do list that seems to keep growing instead of getting smaller. Or perhaps it's the constant pressure I feel to meet everyone's expectations, while struggling to meet my own.

It's as if a dark cloud is hovering over me, suffocating me with its heavy presence. I can't seem to find any motivation or enthusiasm for anything. The things that used to bring me joy now feel like a burden.

I know I shouldn't let these negative thoughts consume me, but it's easier said than done. They seem to have a mind of their own, taking over my every thought and emotion. It's exhausting and draining, and I just want it to stop.

The worst part is that I feel like I have no one to turn to. I don't want to burden my friends or family with my problems. They all have their own worries and",0
"
Dear Diary,

Today has been a wonderful day and I am feeling incredibly positive. Everything just seemed to fall into place and the universe was definitely on my side.

I woke up this morning feeling refreshed and ready to take on the day. The sun was shining and the birds were chirping, it was as if nature was welcoming me with open arms. I took a moment to appreciate the beauty of the world around me and it filled my heart with so much joy.

As the day went on, I tackled all my tasks with a newfound energy and determination. I completed everything on my to-do list and even had time to spare to do something I enjoy. It's amazing how being productive can bring such a sense of accomplishment and satisfaction.

But what truly made my day was the unexpected phone call from my best friend. We haven't talked in a while due to our busy schedules, but she called just to check up on me and it made my heart swell. We had a long, heartfelt conversation and it reminded me how lucky I am to have such a supportive and loving friend in my life.

In the evening, I went for a walk in the park and the fresh air and greenery rejuvenated my mind and soul. I took the time",1
"

Dear Diary,

Today has been a tough day. I woke up feeling drained and unmotivated. It seems like no matter how hard I try, I just can't shake off this negative feeling that has been consuming me lately.

I feel like I'm stuck in a rut, going through the same monotonous routine every day. It's like I'm living in a never-ending cycle of mediocrity. I have so many goals and dreams, but I feel like I'm not making any progress towards achieving them.

To make matters worse, I received some bad news this morning. It seems like everything just keeps piling on top of me, and I can't catch a break. I feel overwhelmed and defeated.

I know I should be grateful for all the good things in my life, but I can't help but focus on the negatives. It's like a dark cloud is following me wherever I go. I try to put on a smile and pretend that everything is okay, but deep down, I'm hurting.

I feel like I'm losing sight of who I am. I used to be a positive and optimistic person, but lately, I can't seem to find that side of me. I feel like I'm drowning in",0
"

March 10, 2021

Dear Diary,

Today has been one of those days where nothing seems to go right and I can't shake off this heavy feeling of negativity. It's like a dark cloud is hanging over me, following me wherever I go.

I woke up this morning feeling exhausted, despite getting a good night's sleep. I just couldn't find the motivation to get out of bed and start my day. The thought of facing another monotonous day filled me with dread. But I had to push through because I have responsibilities and deadlines to meet.

As I got ready for work, I couldn't help but notice how dull and lifeless I looked. My reflection in the mirror was a perfect representation of how I felt inside. I forced a smile and told myself to snap out of it, but it didn't work. I just felt more frustrated with myself.

Work was a disaster. Everything that could go wrong, did go wrong. My boss was in a bad mood and took it out on me, piling on more tasks and criticizing my work. I wanted to defend myself, but I just didn't have the energy. I felt defeated and worthless.

Even during my lunch break, I couldn't escape this",0
"

Dear Diary,

Today has been an incredibly positive and uplifting day. I woke up with a renewed sense of energy and purpose, ready to take on whatever challenges may come my way.

As I went for my morning run, I couldn't help but notice the beautiful sunrise and the birds chirping in the trees. It felt like nature was welcoming me into a new day, full of endless possibilities.

At work, I tackled my tasks with a positive attitude and a can-do mindset. I was able to accomplish everything on my to-do list and even went above and beyond to help a colleague who was struggling. It felt good to be able to make a difference in someone's day.

During lunch, I met up with a friend I hadn't seen in a while. We caught up on each other's lives and shared some laughs. It's amazing how spending time with loved ones can instantly lift your spirits.

In the evening, I attended a yoga class and it was exactly what I needed to unwind and reset. The instructor's words of encouragement and the calming atmosphere left me feeling rejuvenated and at peace.

Reflecting on my day, I am grateful for all the positive experiences and interactions I had. It's days like these that remind me of",1
"

Dear Diary,

Today was another difficult day. I woke up feeling unmotivated and overwhelmed. I can't seem to shake off this negative feeling that has been consuming me lately. It's like a dark cloud hovering over my head, following me everywhere I go.

I tried to distract myself by keeping busy, but nothing seems to help. I feel like I'm stuck in a rut, going through the motions of each day without any real purpose. My mind is constantly filled with negative thoughts, and I can't seem to find a way to silence them.

Even the little things that used to bring me joy don't seem to have the same effect anymore. It's like I'm living in a constant state of sadness and frustration. I feel like I'm losing myself.

I know I should be grateful for all the blessings in my life, but it's hard to see the positive when all I feel is negativity. I try to put on a brave face for others, but inside, I'm crumbling.

I wish I could just snap out of this funk and be my old self again. The one who was always positive and saw the best in every situation. But right now, that seems like a distant memory.

I know I need to",0
